,words,sentence #,tag
4325,SUB,122,GoodsDescription
4326,COMPONENTS,122,GoodsDescription
4327,FOR,122,GoodsDescription
4328,MANUFACTURING,122,GoodsDescription
4329,OF,122,GoodsDescription
4330,PART,122,GoodsDescription
4331,ASSEMBLY,122,GoodsDescription
4332,OF,122,GoodsDescription
4333,HONDA,122,GoodsDescription
4334,MOTORCYCLE,122,GoodsDescription
4335,AS,122,GoodsDescription
4336,PER,122,O
4337,APPLICANT'S,122,O
4338,PURCHASE,122,O
4339,ORDER,122,O
4340,NO.,122,O
4341,AHL/CAST/009/HTI/2019-20,122,O
4342,DATED,122,O
4343,<INCOTERMS>,122,O
4344,AND,122,O
4345,BENEFICIARY'S,122,O
4346,SALES,122,O
4347,CONTRACT,122,O
4348,NO.,122,O
4349,SC-IDHPK190117301,122,O
4350,DATED,122,O
4351,<INCOTERMS>,122,O
4352,CFR,123,Incoterms
4353,KARACHI,123,Incoterms
4354,SEAPORT,123,Incoterms
4355,QTY,123,O
4356,<QUANTITY>,123,O
4357,KGS,123,Quantity
4358,REPREVE,123,GoodsDescription
4359,POLYESTER,123,GoodsDescription
4360,STAPLE,123,GoodsDescription
4361,FIBRE,123,GoodsDescription
4362,<INCOTERMS>,123,O
4363,X,123,O
4364,<INCOTERMS>,123,O
4365,SD,123,UnitPriceAmount
4366,AT,123,O
4367,USD,123,UnitPriceAmount
4368,<UNITPRICEAMOUNT>,123,UnitPriceAmount
4369,PER,123,UnitPriceAmount
4370,KG.,123,O
4371,AS,123,O
4372,PER,123,UnitPriceAmount
4373,BENEFICIARY'S,123,O
4374,PROFORMA,123,O
4375,INVOICE,123,O
4376,NO.,123,O
4377,PISAPPHIRE191128,123,O
4378,DATED,123,O
4379,<DATE>,123,O
4380,CFR,124,Incoterms
4381,KEAMARI,124,Incoterms
4382,SEAPORT,124,Incoterms
4383,PARTS,124,GoodsDescription
4384,FOR,124,GoodsDescription
4385,HONDA,124,GoodsDescription
4386,MOTORCYCLES,124,GoodsDescription
4387,AS,124,O
4388,PER,124,O
4389,APPLICANT'S,124,O
4390,PURCHASE,124,O
4391,ORDER,124,O
4392,NO.,124,O
4393,AHL/PART/009/HMC/2019-20,124,O
4394,DATED,124,O
4395,<DATE>,124,O
4396,AND,124,O
4397,BENEFICIARY'S,124,O
4398,PURCHASE,124,O
4399,CONTRACT,124,O
4400,NOS.,124,O
4401,AHL-CD70-040-02,124,O
4402,AND,124,O
4403,AHL-CG125-040-03,124,O
4404,ALL,124,O
4405,DATED,124,O
4406,<DATE>,124,O
4407,CFR,125,Incoterms
4408,KARACHI,125,Incoterms
4409,SEAPORT,125,Incoterms
4410,PAKISTAN,125,Incoterms
4411,NON,125,GoodsDescription
4412,HAZADROUS,125,GoodsDescription
4413,LEATHER,125,GoodsDescription
4414,FINISHING,125,GoodsDescription
4415,AUXILIARIES,125,GoodsDescription
4416,<INCOTERMS>,125,O
4417,QTY,125,O
4418,<QUANTITY>,125,Quantity
4419,KGS,125,Quantity
4420,ACRILON,125,GoodsDescription
4421,<QUANTITY>,125,O
4422,AT,125,GoodsDescription
4423,EUR,125,UnitPriceAmount
4424,<UNITPRICEAMOUNT>,125,UnitPriceAmount
4425,PER,125,UnitPriceAmount
4426,KG.,125,O
4427,<INCOTERMS>,125,O
4428,QTY,125,O
4429,<QUANTITY>,125,Quantity
4430,KGS,125,Quantity
4431,AW,125,GoodsDescription
4432,<QUANTITY>,125,GoodsDescription
4433,AT,125,GoodsDescription
4434,EUR,125,UnitPriceAmount
4435,<UNITPRICEAMOUNT>,125,UnitPriceAmount
4436,PER,125,UnitPriceAmount
4437,KG.,125,O
4438,<INCOTERMS>,125,O
4439,QTY,125,O
4440,<QUANTITY>,125,Quantity
4441,KGS,125,Quantity
4442,SOLEDA,125,GoodsDescription
4443,IRIDE,125,GoodsDescription
4444,TURCHESE,125,GoodsDescription
4445,AT,125,GoodsDescription
4446,EUR,125,UnitPriceAmount
4447,<UNITPRICEAMOUNT>,125,UnitPriceAmount
4448,PER,125,UnitPriceAmount
4449,KG.,125,O
4450,<INCOTERMS>,125,O
4451,QTY,125,O
4452,<QUANTITY>,125,Quantity
4453,KGS,125,Quantity
4454,SOLEDA,125,GoodsDescription
4455,LUX,125,GoodsDescription
4456,ORANGE,125,GoodsDescription
4457,AT,125,GoodsDescription
4458,EUR,125,UnitPriceAmount
4459,<UNITPRICEAMOUNT>,125,UnitPriceAmount
4460,PER,125,UnitPriceAmount
4461,KG.,125,O
4462,<INCOTERMS>,125,O
4463,QTY,125,O
4464,<QUANTITY>,125,Quantity
4465,KGS,125,Quantity
4466,SOLEDA,125,GoodsDescription
4467,LUX,125,GoodsDescription
4468,FUXIA,125,GoodsDescription
4469,AT,125,GoodsDescription
4470,EUR,125,UnitPriceAmount
4471,<UNITPRICEAMOUNT>,125,UnitPriceAmount
4472,PER,125,UnitPriceAmount
4473,KG.,125,O
4474,<INCOTERMS>,125,O
4475,QTY,125,O
4476,<QUANTITY>,125,Quantity
4477,KGS,125,Quantity
4478,FLORIN,125,GoodsDescription
4479,LEMON,125,GoodsDescription
4480,AT,125,GoodsDescription
4481,EUR,125,UnitPriceAmount
4482,<UNITPRICEAMOUNT>,125,UnitPriceAmount
4483,PER,125,UnitPriceAmount
4484,KG.,125,O
4485,AS,125,O
4486,PER,125,UnitPriceAmount
4487,BENEFICIARY'S,125,O
4488,PROFORMA,125,O
4489,INVOICE,125,O
4490,NO.,125,O
4491,<QUANTITY>,125,O
4492,DATED,125,O
4493,12-11-2019.,125,O
4494,CFR,126,Incoterms
4495,KEAMARI,126,Incoterms
4496,KARACHI,126,Incoterms
4497,SEAPORT/PORT,126,Incoterms
4498,QASIM,126,Incoterms
4499,KARACHI,126,Incoterms
4500,PAKISTAN,126,Incoterms
4501,QTY,126,O
4502,<UNITPRICEAMOUNT>,126,Quantity
4503,MTS,126,Quantity
4504,OF,126,O
4505,PP,126,GoodsDescription
4506,<INCOTERMS>,126,GoodsDescription
4507,AT,126,O
4508,USD,126,UnitPriceAmount
4509,<UNITPRICEAMOUNT>,126,UnitPriceAmount
4510,PER,126,UnitPriceAmount
4511,MT,126,Quantity
4512,AS,126,Incoterms
4513,PER,126,UnitPriceAmount
4514,BENEFICIARY'S,126,O
4515,PROFORMA,126,O
4516,INVOICE,126,O
4517,NO.,126,O
4518,/123772/DEC,126,O
4519,DATED,126,O
4520,11-28-2019.,126,O
4521,CFR,127,Incoterms
4522,KARACHI,127,Incoterms
4523,PORT,127,Incoterms
4524,PAKISTAN,127,Incoterms
4525,<INCOTERMS>,127,O
4526,QTY,127,O
4527,<UNITPRICEAMOUNT>,127,O
4528,KGS,127,Quantity
4529,DERUGAN,127,GoodsDescription
4530,<QUANTITY>,127,GoodsDescription
4531,AT,127,O
4532,EUR,127,UnitPriceAmount
4533,<UNITPRICEAMOUNT>,127,UnitPriceAmount
4534,PER,127,UnitPriceAmount
4535,KG,127,UnitPriceAmount
4536,<INCOTERMS>,127,O
4537,QTY,127,O
4538,<UNITPRICEAMOUNT>,127,Quantity
4539,KGS,127,Quantity
4540,LIPSOL,127,GoodsDescription
4541,EB,127,GoodsDescription
4542,AT,127,O
4543,EUR,127,UnitPriceAmount
4544,<UNITPRICEAMOUNT>,127,UnitPriceAmount
4545,PER,127,UnitPriceAmount
4546,KG,127,UnitPriceAmount
4547,<INCOTERMS>,127,O
4548,QTY,127,O
4549,<UNITPRICEAMOUNT>,127,Quantity
4550,KGS,127,Quantity
4551,LIPSOL,127,GoodsDescription
4552,KM,127,GoodsDescription
4553,AT,127,O
4554,EUR,127,UnitPriceAmount
4555,<UNITPRICEAMOUNT>,127,UnitPriceAmount
4556,PER,127,UnitPriceAmount
4557,KG,127,UnitPriceAmount
4558,<INCOTERMS>,127,O
4559,QTY,127,O
4560,<UNITPRICEAMOUNT>,127,Quantity
4561,KGS,127,Quantity
4562,LIPSOL,127,GoodsDescription
4563,KM,127,GoodsDescription
4564,AT,127,O
4565,EUR,127,UnitPriceAmount
4566,<UNITPRICEAMOUNT>,127,UnitPriceAmount
4567,PER,127,UnitPriceAmount
4568,KG,127,UnitPriceAmount
4569,<INCOTERMS>,127,O
4570,QTY,127,O
4571,<UNITPRICEAMOUNT>,127,Quantity
4572,KGS,127,Quantity
4573,LIPSOL,127,GoodsDescription
4574,MPA,127,GoodsDescription
4575,AT,127,O
4576,EUR,127,UnitPriceAmount
4577,<UNITPRICEAMOUNT>,127,UnitPriceAmount
4578,PER,127,UnitPriceAmount
4579,KG,127,UnitPriceAmount
4580,<INCOTERMS>,127,O
4581,QTY,127,O
4582,<UNITPRICEAMOUNT>,127,Quantity
4583,KGS,127,Quantity
4584,NEOPRISTOL,127,GoodsDescription
4585,WPK,127,GoodsDescription
4586,AT,127,O
4587,EUR,127,UnitPriceAmount
4588,<UNITPRICEAMOUNT>,127,UnitPriceAmount
4589,PER,127,UnitPriceAmount
4590,KG,127,UnitPriceAmount
4591,<INCOTERMS>,127,O
4592,QTY,127,O
4593,<UNITPRICEAMOUNT>,127,O
4594,KGS,127,Quantity
4595,PERPRISTOL,127,GoodsDescription
4596,UT,127,GoodsDescription
4597,AT,127,O
4598,EUR,127,UnitPriceAmount
4599,<UNITPRICEAMOUNT>,127,UnitPriceAmount
4600,PER,127,UnitPriceAmount
4601,KG,127,UnitPriceAmount
4602,<INCOTERMS>,127,O
4603,QTY,127,O
4604,<UNITPRICEAMOUNT>,127,Quantity
4605,KGS,127,Quantity
4606,SILASTOL,127,GoodsDescription
4607,R-687,127,GoodsDescription
4608,AT,127,O
4609,EUR,127,UnitPriceAmount
4610,<UNITPRICEAMOUNT>,127,UnitPriceAmount
4611,PER,127,UnitPriceAmount
4612,KG,127,UnitPriceAmount
4613,<INCOTERMS>,127,O
4614,QTY,127,O
4615,<UNITPRICEAMOUNT>,127,Quantity
4616,KGS,127,Quantity
4617,PERFECTOL,127,GoodsDescription
4618,HQ,127,GoodsDescription
4619,AT,127,O
4620,EUR,127,UnitPriceAmount
4621,<UNITPRICEAMOUNT>,127,UnitPriceAmount
4622,PER,127,UnitPriceAmount
4623,KG,127,UnitPriceAmount
4624,AS,127,GoodsDescription
4625,PER,127,UnitPriceAmount
4626,INDENT,127,O
4627,NO.,127,O
4628,<INCOTERMS>,127,O
4629,DATED,127,O
4630,<INCOTERMS>,127,O
4631,OF,127,O
4632,M/S,127,O
4633,CHEMCENTRE,127,O
4634,KARACHI,127,Incoterms
4635,PAKISTAN,127,Incoterms
4636,CFR,128,Incoterms
4637,KARACHI,128,Incoterms
4638,PORT,128,Incoterms
4639,QTY,128,O
4640,<UNITPRICEAMOUNT>,128,Quantity
4641,KGS,128,Quantity
4642,<QUANTITY>,128,O
4643,PERCENT,128,O
4644,POLYESTER,128,GoodsDescription
4645,DTY,128,O
4646,<INCOTERMS>,128,O
4647,NIM,128,O
4648,SD,128,UnitPriceAmount
4649,AA,128,O
4650,GRADE,128,O
4651,AT,128,O
4652,THE,128,O
4653,RATE,128,O
4654,OF,128,O
4655,USD,128,UnitPriceAmount
4656,<UNITPRICEAMOUNT>,128,UnitPriceAmount
4657,PER,128,UnitPriceAmount
4658,KG,128,UnitPriceAmount
4659,AS,128,O
4660,PER,128,UnitPriceAmount
4661,BENEFICIARY'S,128,O
4662,SALES,128,O
4663,CONTRACT,128,O
4664,NO.,128,O
4665,TKSC1931803,128,O
4666,DATED,128,O
4667,<INCOTERMS>,128,O
4668,FOB,129,Incoterms
4669,CHINA,129,Incoterms
4670,QTY,129,O
4671,<QUANTITY>,129,Quantity
4672,MT,129,UnitPriceAmount
4673,DISODIUM,129,GoodsDescription
4674,<INCOTERMS>,129,GoodsDescription
4675,RIBONUCLEOTIDEPACKING,129,O
4676,IN,129,Incoterms
4677,<QUANTITY>,129,O
4678,KG,129,O
4679,CARTON,129,O
4680,WITH,129,O
4681,PALLET,129,O
4682,AT,129,O
4683,USD,129,UnitPriceAmount
4684,<QUANTITY>,129,UnitPriceAmount
4685,PER,129,UnitPriceAmount
4686,MT,129,UnitPriceAmount
4687,AS,129,O
4688,PER,129,UnitPriceAmount
4689,BENEFICIARY'S,129,O
4690,PROFORMA,129,O
4691,INVOICE,129,O
4692,NO.,129,O
4693,PIMH20191125,129,O
4694,DATED,129,O
4695,<INCOTERMS>,129,O
4696,TOTAL,130,O
4697,QUANTITY,130,O
4698,<UNITPRICEAMOUNT>,130,Quantity
4699,KGS,130,Quantity
4700,(462970.20,130,O
4701,LBS),130,O
4702,COTTON,130,GoodsDescription
4703,SAW,130,O
4704,GINNED,130,O
4705,CROP,130,O
4706,<QUANTITY>,130,O
4707,(TANZANIA,130,O
4708,ORIGIN),130,O
4709,AT,130,O
4710,UNIT,130,O
4711,PRICE,130,O
4712,<UNITPRICEAMOUNT>,130,UnitPriceAmount
4713,US,130,UnitPriceAmount
4714,CENTS,130,UnitPriceAmount
4715,PER,130,UnitPriceAmount
4716,LB,130,Quantity
4717,TOTAL,130,O
4718,VALUE,130,O
4719,USD,130,O
4720,<UNITPRICEAMOUNT>,130,O
4721,OTHER,130,O
4722,DETAILS,130,O
4723,AS,130,Incoterms
4724,PER,130,UnitPriceAmount
4725,BENEFICIARY'S,130,O
4726,PROFORMA,130,O
4727,INVOICE,130,O
4728,NO.,130,O
4729,PRF/1019016,130,O
4730,DATED.28.11.2019,130,O
4731,.,130,Quantity
4732,CFR,130,Incoterms
4733,PORT,130,Incoterms
4734,QASIM,130,Incoterms
4735,PAKISTAN,130,Incoterms
4736,(INCOTERM,130,O
4737,<INCOTERMS>,130,O
4738,CFR,131,Incoterms
4739,KARACHI,131,Incoterms
4740,SEAPORT/,131,O
4741,CPT,131,Incoterms
4742,KARACHI,131,Incoterms
4743,AIRPORT,131,Incoterms
4744,SUB-COMPONENTS,131,GoodsDescription
4745,/,131,O
4746,COMPONENTS,131,GoodsDescription
4747,FOR,131,GoodsDescription
4748,HEATER,131,GoodsDescription
4749,BLOWER/COMPONENTS/SUB-ASSY,131,O
4750,FOR,131,GoodsDescription
4751,CAR,131,GoodsDescription
4752,COOLING,131,GoodsDescription
4753,SUB-MODULES/SUB-COMPONENTS/COMPONENTS,131,O
4754,FOR,131,GoodsDescription
4755,STARTER,131,GoodsDescription
4756,ASSEMBLY,131,GoodsDescription
4757,DETAILS,131,O
4758,AS,131,GoodsDescription
4759,PER,131,O
4760,BENEFICIARY'S,131,O
4761,SALES,131,O
4762,CONFIRMATION,131,O
4763,NO.,131,O
4764,T19YJ4C,131,O
4765,T19YJX3,131,O
4766,DATED,131,O
4767,<DATE>,131,O
4768,CFR,132,Incoterms
4769,KARACHI,132,Incoterms
4770,SEAPORT/,132,O
4771,CPT,132,Incoterms
4772,KARACHI,132,Incoterms
4773,AIRPORT,132,Incoterms
4774,SUB-COMPONENTS,132,GoodsDescription
4775,/,132,GoodsDescription
4776,COMPONENTS,132,GoodsDescription
4777,FOR,132,GoodsDescription
4778,CAR,132,GoodsDescription
4779,A/C,132,GoodsDescription
4780,DETAILS,132,O
4781,AS,132,O
4782,PER,132,O
4783,BENEFICIARY'S,132,O
4784,SALES,132,O
4785,CONFIRMATION,132,O
4786,NO.,132,O
4787,T19YJ1X,132,O
4788,DATED,132,O
4789,<DATE>,132,O
4790,CFR,133,Incoterms
4791,KARACHI,133,Incoterms
4792,SEAPORT,133,Incoterms
4793,PAKISTAN,133,Incoterms
4794,QTY,133,O
4795,<QUANTITY>,133,Quantity
4796,KGS,133,Quantity
4797,DYCROPRINT,133,GoodsDescription
4798,<QUANTITY>,133,O
4799,AT,133,O
4800,USD,133,UnitPriceAmount
4801,<UNITPRICEAMOUNT>,133,UnitPriceAmount
4802,PER,133,UnitPriceAmount
4803,KG,133,Quantity
4804,AS,133,O
4805,PER,133,UnitPriceAmount
4806,BENEFICIARY'S,133,O
4807,PROFORMA,133,O
4808,INVOICE,133,O
4809,NO.,133,O
4810,KR02/20191126U,133,O
4811,DATED,133,O
4812,26-11-2019.,133,O
4813,CFR,134,Incoterms
4814,KARACHI,134,Incoterms
4815,SEAPORT,134,Incoterms
4816,PAKISTAN,134,Incoterms
4817,QTY,134,O
4818,<UNITPRICEAMOUNT>,134,Quantity
4819,MTS,134,Quantity
4820,MONO,134,GoodsDescription
4821,PENTAERYTHRITOL,134,GoodsDescription
4822,<QUANTITY>,134,O
4823,PCT,134,O
4824,AT,134,O
4825,USD,134,UnitPriceAmount
4826,<UNITPRICEAMOUNT>,134,UnitPriceAmount
4827,PER,134,UnitPriceAmount
4828,MT.,134,O
4829,AS,134,O
4830,PER,134,UnitPriceAmount
4831,BENEFICIARY'S,134,O
4832,PROFORMA,134,O
4833,INVOICE,134,O
4834,NO.,134,O
4835,LCYC-PENTA-19-182,134,O
4836,DATED,134,O
4837,07-11-2019.,134,O
4838,CFR,135,Incoterms
4839,KEAMARI,135,Incoterms
4840,KARACHI,135,Incoterms
4841,SEAPORT/PORT,135,Incoterms
4842,QASIM,135,Incoterms
4843,KARACHI,135,Incoterms
4844,PAKISTAN,135,Incoterms
4845,QTY,135,O
4846,<UNITPRICEAMOUNT>,135,Quantity
4847,MTS,135,Quantity
4848,OF,135,O
4849,PP,135,GoodsDescription
4850,<INCOTERMS>,135,GoodsDescription
4851,AT,135,O
4852,USD,135,UnitPriceAmount
4853,<UNITPRICEAMOUNT>,135,UnitPriceAmount
4854,PER,135,UnitPriceAmount
4855,MT,135,Quantity
4856,AS,135,Incoterms
4857,PER,135,UnitPriceAmount
4858,BENEFICIARY'S,135,O
4859,PROFORMA,135,O
4860,INVOICE,135,O
4861,NO.,135,O
4862,/123773/DEC,135,O
4863,DATED,135,O
4864,11-28-2019.,135,O
4865,CPT,136,Incoterms
4866,LAHORE,136,Incoterms
4867,AIRPORT,136,Incoterms
4868,PAKISTAN,136,Incoterms
4869,<INCOTERMS>,136,O
4870,QTY,136,O
4871,<QUANTITY>,136,Quantity
4872,NOS,136,Quantity
4873,OF,136,O
4874,WELDER,136,GoodsDescription
4875,PARTS,136,GoodsDescription
4876,IAP,136,GoodsDescription
4877,JOINT,136,GoodsDescription
4878,AT,136,O
4879,USD,136,UnitPriceAmount
4880,<QUANTITY>,136,UnitPriceAmount
4881,PER,136,UnitPriceAmount
4882,NO.,136,O
4883,<INCOTERMS>,136,O
4884,QTY,136,O
4885,<QUANTITY>,136,Quantity
4886,NOS,136,Quantity
4887,OF,136,O
4888,SMALL,136,GoodsDescription
4889,WELDING,136,GoodsDescription
4890,WHEEL,136,GoodsDescription
4891,AT,136,O
4892,USD,136,UnitPriceAmount
4893,<QUANTITY>,136,UnitPriceAmount
4894,PER,136,UnitPriceAmount
4895,NO.,136,O
4896,<INCOTERMS>,136,O
4897,QTY,136,O
4898,<QUANTITY>,136,Quantity
4899,NOS,136,Quantity
4900,OF,136,O
4901,UPPLER,136,GoodsDescription
4902,WELDING,136,GoodsDescription
4903,WHEEL,136,GoodsDescription
4904,AT,136,O
4905,USD,136,UnitPriceAmount
4906,<QUANTITY>,136,UnitPriceAmount
4907,PER,136,UnitPriceAmount
4908,NO.,136,O
4909,PLUS,136,O
4910,FREIGHT,136,O
4911,AT,136,O
4912,USD,136,UnitPriceAmount
4913,<QUANTITY>,136,O
4914,AS,136,O
4915,PER,136,UnitPriceAmount
4916,BENEFICIARY'S,136,O
4917,PROFORMA,136,O
4918,INVOICE,136,O
4919,NO.,136,O
4920,GW-S20190823,136,O
4921,DATED,136,O
4922,<INCOTERMS>,136,O
4923,CFR,137,Incoterms
4924,KEAMARI,137,Incoterms
4925,KARACHI,137,Incoterms
4926,SEAPORT,137,Incoterms
4927,/,137,Incoterms
4928,PORT,137,Incoterms
4929,QASIM,137,Incoterms
4930,PAKISTAN.,137,O
4931,<INCOTERMS>,137,O
4932,QTY,137,O
4933,<QUANTITY>,137,Quantity
4934,PCS,137,Quantity
4935,OF,137,O
4936,HYDRAULIC,137,GoodsDescription
4937,STEERING,137,GoodsDescription
4938,CYLINDER,137,GoodsDescription
4939,PART,137,O
4940,NO.3773713M91/6202491M91,137,O
4941,AT,137,O
4942,THE,137,O
4943,RATE,137,O
4944,EUR,137,UnitPriceAmount
4945,<UNITPRICEAMOUNT>,137,UnitPriceAmount
4946,PER,137,UnitPriceAmount
4947,PC.,137,O
4948,<INCOTERMS>,137,O
4949,QTY,137,O
4950,<QUANTITY>,137,Quantity
4951,PCS,137,Quantity
4952,OF,137,O
4953,HYDRAULIC,137,GoodsDescription
4954,STEERING,137,GoodsDescription
4955,PUMP,137,GoodsDescription
4956,PART,137,O
4957,NO.,137,O
4958,<INCOTERMS>,137,O
4959,AT,137,O
4960,THE,137,O
4961,RATE,137,O
4962,EUR,137,UnitPriceAmount
4963,<UNITPRICEAMOUNT>,137,UnitPriceAmount
4964,PER,137,UnitPriceAmount
4965,PC,137,Quantity
4966,COMPLETE,137,O
4967,DETAIL,137,O
4968,AS,137,Incoterms
4969,PER,137,UnitPriceAmount
4970,BENEFICIARY,137,O
4971,PROFORMA,137,O
4972,INVOICE,137,O
4973,NO.,137,O
4974,<INCOTERMS>,137,O
4975,DATED,137,O
4976,<INCOTERMS>,137,O
4977,AND,137,O
4978,APPLICANT,137,O
4979,PURCHASE,137,O
4980,ORDER,137,O
4981,NO.,137,O
4982,M2746,137,O
4983,DATED,137,O
4984,10-10-2019.,137,O
4985,EXW,138,Incoterms
4986,<UNITPRICEAMOUNT>,138,Incoterms
4987,KM,138,Incoterms
4988,FAISALABAD,138,Incoterms
4989,ROAD,138,Incoterms
4990,SHEIKHUPURA,138,Incoterms
4991,QTY,138,O
4992,<QUANTITY>,138,Quantity
4993,BAGS,138,Quantity
4994,<INCOTERMS>,138,O
4995,COTTON,138,GoodsDescription
4996,YARN,138,GoodsDescription
4997,FOR,138,O
4998,WEAVING,138,O
4999,AT,138,O
5000,PKR,138,UnitPriceAmount
5001,<UNITPRICEAMOUNT>,138,UnitPriceAmount
5002,PER,138,UnitPriceAmount
5003,BAG,138,Quantity
5004,AS,138,O
5005,PER,138,UnitPriceAmount
5006,BENEFICIARY'S,138,O
5007,PROFORMA,138,O
5008,INVOICE,138,O
5009,NO.,138,O
5010,<INCOTERMS>,138,O
5011,DATED,138,O
5012,<INCOTERMS>,138,O
5013,CFR,139,Incoterms
5014,KEAMARI,139,Incoterms
5015,KARACHI,139,Incoterms
5016,SEAPORT/PORT,139,Incoterms
5017,QASIM,139,Incoterms
5018,KARACHI,139,Incoterms
5019,PAKISTAN,139,Incoterms
5020,QTY,139,O
5021,<QUANTITY>,139,Quantity
5022,KGS,139,Quantity
5023,GALAFLOW,139,GoodsDescription
5024,SL,139,GoodsDescription
5025,INJECT,139,GoodsDescription
5026,.60-30KG,139,O
5027,AT,139,O
5028,USD,139,UnitPriceAmount
5029,<UNITPRICEAMOUNT>,139,UnitPriceAmount
5030,PER,139,UnitPriceAmount
5031,KG,139,UnitPriceAmount
5032,AS,139,Incoterms
5033,PER,139,UnitPriceAmount
5034,BENEFICIARY'S,139,O
5035,PROFORMA,139,O
5036,INVOICE,139,O
5037,NO.,139,O
5038,V201316,139,O
5039,DATED,139,O
5040,20-08-2019.,139,O
5041,FOB,140,Incoterms
5042,ANY,140,Incoterms
5043,CHINESE,140,Incoterms
5044,SEAPORT,140,Incoterms
5045,<INCOTERMS>,140,GoodsDescription
5046,POLYESTER,140,GoodsDescription
5047,PRINTED,140,GoodsDescription
5048,FABRIC,140,GoodsDescription
5049,<INCOTERMS>,140,O
5050,<INCOTERMS>,140,O
5051,WIDTH,140,O
5052,(1),140,O
5053,QTY,140,O
5054,<QUANTITY>,140,O
5055,METERS,140,Quantity
5056,(+/-,140,O
5057,<INCOTERMS>,140,O
5058,<INCOTERMS>,140,GoodsDescription
5059,DOUBLE-BRUSHED,140,GoodsDescription
5060,AT,140,O
5061,THE,140,O
5062,RATE,140,O
5063,OF,140,O
5064,USD,140,UnitPriceAmount
5065,<UNITPRICEAMOUNT>,140,UnitPriceAmount
5066,PER,140,UnitPriceAmount
5067,METER,140,UnitPriceAmount
5068,(2),140,O
5069,QTY,140,O
5070,<QUANTITY>,140,O
5071,METERS,140,Quantity
5072,(+/-,140,O
5073,<INCOTERMS>,140,O
5074,<INCOTERMS>,140,GoodsDescription
5075,DOUBLE-BRUSHED,140,GoodsDescription
5076,AT,140,O
5077,THE,140,O
5078,RATE,140,O
5079,OF,140,O
5080,USD,140,UnitPriceAmount
5081,<UNITPRICEAMOUNT>,140,UnitPriceAmount
5082,PER,140,UnitPriceAmount
5083,METER,140,UnitPriceAmount
5084,(3),140,O
5085,QTY,140,O
5086,<QUANTITY>,140,O
5087,METERS,140,Quantity
5088,(+/-,140,O
5089,<INCOTERMS>,140,O
5090,<INCOTERMS>,140,GoodsDescription
5091,TRICOT,140,GoodsDescription
5092,AT,140,O
5093,THE,140,O
5094,RATE,140,O
5095,OF,140,O
5096,USD,140,UnitPriceAmount
5097,<UNITPRICEAMOUNT>,140,UnitPriceAmount
5098,PER,140,UnitPriceAmount
5099,METER,140,UnitPriceAmount
5100,(4),140,O
5101,QTY,140,O
5102,<QUANTITY>,140,O
5103,METERS,140,Quantity
5104,(+/-,140,O
5105,<INCOTERMS>,140,O
5106,Y0035-2,140,GoodsDescription
5107,TRICOT-GLITTER,140,GoodsDescription
5108,AT,140,O
5109,THE,140,O
5110,RATE,140,O
5111,OF,140,O
5112,USD,140,UnitPriceAmount
5113,<UNITPRICEAMOUNT>,140,UnitPriceAmount
5114,PER,140,UnitPriceAmount
5115,METER,140,UnitPriceAmount
5116,(5),140,O
5117,QTY,140,O
5118,<QUANTITY>,140,O
5119,METERS,140,Quantity
5120,(+/-,140,O
5121,<INCOTERMS>,140,O
5122,<INCOTERMS>,140,GoodsDescription
5123,TRICOT,140,GoodsDescription
5124,AT,140,O
5125,THE,140,O
5126,RATE,140,O
5127,OF,140,O
5128,USD,140,UnitPriceAmount
5129,<UNITPRICEAMOUNT>,140,UnitPriceAmount
5130,PER,140,UnitPriceAmount
5131,METER,140,UnitPriceAmount
5132,AS,140,O
5133,PER,140,UnitPriceAmount
5134,BENEFICIARY'S,140,O
5135,PROFORMA,140,O
5136,INVOICE,140,O
5137,NO.,140,O
5138,YBD2332,140,O
5139,DATED,140,O
5140,<DATE>,140,O
5141,FOB,141,Incoterms
5142,NINGBO,141,Incoterms
5143,CHINA,141,Incoterms
5144,TOTAL,141,O
5145,QTY,141,O
5146,<QUANTITY>,141,Quantity
5147,UNITS,141,Quantity
5148,MACHINERY,141,GoodsDescription
5149,PARTS,141,GoodsDescription
5150,AS,141,O
5151,PER,141,O
5152,BENEFICIARY'S,141,O
5153,PROFORMA,141,O
5154,INVOICE,141,O
5155,NO.DSMST19001,141,O
5156,DATED.,141,O
5157,<DATE>,141,O
5158,CFR,142,Incoterms
5159,KARACHI,142,Incoterms
5160,SEAPORT,142,Incoterms
5161,PAKISTAN,142,Incoterms
5162,QTY,142,O
5163,<QUANTITY>,142,O
5164,PCS,142,Quantity
5165,<INCOTERMS>,142,O
5166,RUBBER,142,GoodsDescription
5167,STOPPER,142,GoodsDescription
5168,PHARMACEUTICAL,142,GoodsDescription
5169,GRADE,142,GoodsDescription
5170,RFS,142,GoodsDescription
5171,BAGS,142,GoodsDescription
5172,(WASHED,142,O
5173,AND,142,O
5174,READY,142,O
5175,STERILIZED),142,O
5176,AT,142,O
5177,USD,142,UnitPriceAmount
5178,<UNITPRICEAMOUNT>,142,UnitPriceAmount
5179,PER,142,UnitPriceAmount
5180,PC.,142,O
5181,AS,142,O
5182,PER,142,UnitPriceAmount
5183,BENEFICIARY'S,142,O
5184,PROFORMA,142,O
5185,INVOICE,142,O
5186,NO.,142,O
5187,HM190822C2,142,O
5188,DATED,142,O
5189,<INCOTERMS>,142,O
5190,CFR,143,Incoterms
